Date,Month,Day,CasesTotal,DeathsTotal,HospitalizationsTotal,CasesAge 017,CasesAge 1829,CasesAge 3039,CasesAge 4049,CasesAge 5059,CasesAge 6069,CasesAge 7079,CasesAge 80plus,CasesAge Unknown,Cases Female,Cases Male,Cases Unknown Gender,CasesLatinx,CasesAsianNonLatinx,CasesBlackNonLatinx,CasesWhiteNonLatinx,CasesOtherRaceNonLatinx,CasesUnknownRaceEthnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,DeathsLatinx,DeathsAsianNonLatinx,DeathsBlackNonLatinx,DeathsWhiteNonLatinx,DeathsOtherRaceNonLatinx,DeathsUnknownRaceEthnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,HospitalizationsLatinx,HospitalizationsAsianNonLatinx,HospitalizationsBlackNonLatinx,HospitalizationsWhiteNonLatinx,HospitalizationsOtherRaceNonLatinx,HospitalizationsUnknownRaceEthnicity
06/27/2020,6,27,130,5,13,11,41,21,24,13,10,7,3,0,64,65,1,44,2,33,21,6,24,0,0,0,0,0,1,2,2,0,4,1,0,1,0,3,1,0,0,1,3,0,1,1,4,0,3,0,9,4,0,6,0,6,1,0,0
03/21/2020,3,21,125,2,66,0,18,25,20,28,16,13,5,0,53,72,0,25,6,61,26,3,4,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,4,6,8,19,11,14,4,0,23,43,0,13,4,34,12,2,1
04/14/2020,4,14,663,33,172,16,103,120,120,124,78,51,51,0,352,310,1,230,24,194,94,36,85,0,1,2,1,3,5,9,12,0,11,22,0,8,2,13,10,0,0,3,7,13,21,38,31,30,29,0,73,98,1,59,4,71,27,9,2
05/16/2020,5,16,516,28,76,35,107,87,93,77,60,35,22,0,279,231,6,203,11,98,51,16,137,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,9,4,11,13,11,15,11,0,37,39,0,27,4,29,10,1,5
03/24/2020,3,24,350,2,122,1,59,67,58,56,61,34,14,0,158,191,1,63,13,156,84,9,25,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1,3,11,15,29,27,22,14,0,49,73,0,22,0,74,19,5,2
03/13/2020,3,13,32,0,12,0,4,13,5,5,5,0,0,0,8,24,0,4,3,4,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,2,0,0,6,6,0,2,0,5,5,0,0
06/15/2020,6,15,235,20,27,36,57,42,34,30,25,9,2,0,131,102,2,101,5,49,20,9,51,0,0,0,1,1,2,5,11,0,9,11,0,5,2,4,8,0,1,4,3,3,1,5,8,0,3,0,17,10,0,11,1,10,5,0,0
04/28/2020,4,28,1322,56,174,68,246,232,253,247,156,68,52,0,618,675,29,573,16,241,105,83,304,0,0,0,3,5,9,10,29,0,23,33,0,13,5,26,12,0,0,2,10,18,21,40,28,29,26,0,73,101,0,63,6,61,29,15,0
08/07/2020,8,7,416,2,20,65,108,82,55,48,35,13,10,0,200,215,1,182,9,68,86,18,53,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,2,3,0,5,4,2,4,0,11,9,0,8,0,9,2,0,1
05/09/2020,5,9,521,52,83,34,104,100,98,90,54,28,13,0,264,253,4,243,9,91,37,17,124,0,1,0,4,6,6,11,24,0,23,29,0,26,3,14,8,1,0,1,7,8,11,16,17,14,9,0,43,39,1,35,1,27,13,5,2
07/14/2020,7,14,322,3,19,46,82,69,48,38,23,15,1,0,184,136,2,137,3,71,61,9,41,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,0,0,1,0,2,2,2,3,6,4,0,0,12,7,0,8,0,8,2,1,0
04/08/2020,4,8,704,36,174,11,86,100,107,154,129,69,48,0,319,346,39,170,21,298,103,33,79,0,0,0,1,7,8,9,11,0,13,23,0,3,2,22,9,0,0,1,1,14,16,37,41,38,26,0,64,109,1,38,5,89,30,12,0
07/22/2020,7,22,371,4,20,41,125,82,57,29,22,14,1,0,191,174,6,136,9,78,97,10,41,0,0,0,0,1,0,1,2,0,1,3,0,1,0,1,2,0,0,1,3,2,5,0,3,5,1,0,13,7,0,6,1,12,1,0,0
05/07/2020,5,7,938,49,135,58,179,194,171,147,116,40,33,0,480,446,12,434,10,123,90,47,234,0,0,2,2,8,14,10,13,0,20,29,0,16,3,19,8,1,2,2,4,17,19,19,33,24,17,0,53,82,0,59,3,41,22,8,2
06/25/2020,6,25,247,11,16,21,68,65,37,21,20,11,4,0,123,124,0,85,3,56,42,10,51,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,2,1,2,3,3,4,1,0,7,9,0,6,0,9,1,0,0
06/16/2020,6,16,212,11,20,18,60,37,32,32,21,3,9,0,118,92,2,75,5,52,21,5,54,0,1,0,2,3,1,2,2,0,5,6,0,9,0,1,1,0,0,1,3,1,3,3,4,2,3,0,12,8,0,6,1,10,3,0,0
08/25/2020,8,25,395,4,21,49,113,73,65,49,26,10,9,1,213,178,4,175,7,59,75,16,63,0,0,0,0,0,0,0,4,0,1,3,0,0,1,2,1,0,0,0,3,2,1,7,3,3,2,0,11,10,0,7,0,10,4,0,0
07/18/2020,7,18,134,4,12,13,38,25,21,20,9,5,3,0,62,72,0,41,1,42,20,5,25,0,0,0,0,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,1,1,1,1,2,4,2,0,7,5,0,1,0,8,2,1,0
05/05/2020,5,5,1090,57,154,54,206,206,218,206,125,48,27,0,550,500,40,487,16,160,96,48,283,0,1,1,1,0,10,17,27,0,26,31,0,17,5,21,13,0,1,2,12,13,18,36,34,22,17,0,74,79,1,54,7,56,24,12,1
05/02/2020,5,2,717,50,162,25,142,126,154,141,74,40,15,0,342,371,4,352,9,108,54,21,173,0,0,1,1,8,14,11,15,0,21,29,0,11,3,24,11,1,0,2,9,8,27,33,31,33,19,0,66,96,0,59,4,61,25,10,3
05/22/2020,5,22,725,35,70,64,155,135,125,112,74,35,25,0,369,346,10,349,10,145,61,25,135,0,0,0,1,6,9,8,11,0,16,19,0,11,2,14,8,0,0,0,7,10,6,8,13,14,12,0,26,43,1,31,3,28,5,0,3
06/07/2020,6,7,110,20,27,3,30,29,16,13,8,7,4,0,52,58,0,43,3,22,9,4,29,0,0,1,2,1,8,1,7,0,7,13,0,10,0,8,2,0,0,0,5,5,5,4,4,4,0,0,16,11,0,13,2,9,1,1,1
05/15/2020,5,15,974,49,80,80,186,201,167,136,104,64,36,0,539,425,10,447,11,157,84,37,238,0,0,2,1,7,14,12,13,0,16,33,0,19,0,12,16,2,0,0,12,7,14,8,15,11,13,0,47,33,0,26,1,34,15,1,3
06/06/2020,6,6,170,20,31,18,33,22,36,28,20,9,4,0,88,81,1,81,1,25,22,6,35,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0,0,5,4,2,5,9,2,4,0,10,21,0,13,0,11,6,0,1
03/12/2020,3,12,21,0,8,0,6,5,2,4,3,1,0,0,6,15,0,2,0,2,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,4,4,0,0,1,4,3,0,0
06/03/2020,6,3,282,21,42,24,61,48,41,44,32,18,14,0,154,127,1,109,3,67,26,19,58,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,6,4,2,3,14,7,5,0,19,23,0,12,0,23,6,0,1
03/15/2020,3,15,40,0,24,0,3,8,9,8,5,4,3,0,13,27,0,6,4,12,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,4,5,4,2,0,9,15,0,4,2,14,4,0,0
05/29/2020,5,29,462,20,40,33,117,70,85,75,42,18,22,0,249,208,5,219,9,99,33,16,86,0,0,0,1,3,5,6,5,0,11,9,0,7,0,10,2,1,0,3,1,2,5,10,7,6,6,0,24,16,0,7,1,23,7,2,0
04/25/2020,4,25,634,38,115,32,121,120,132,106,67,32,24,0,307,324,3,264,14,106,77,23,150,0,0,2,1,6,6,11,12,0,14,24,0,12,2,19,5,0,0,0,5,11,12,25,28,19,15,0,50,65,0,43,3,39,18,12,0
08/27/2020,8,27,371,2,17,39,124,75,58,32,24,10,9,0,199,170,2,176,5,54,76,19,41,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,2,3,2,2,2,3,3,0,12,5,0,8,0,4,4,1,0
03/29/2020,3,29,282,20,130,4,29,48,54,50,50,30,17,0,128,154,0,54,11,145,39,10,23,0,1,0,1,4,4,6,4,0,3,17,0,2,2,14,2,0,0,0,5,12,25,23,27,24,14,0,57,73,0,21,3,92,11,2,1
06/22/2020,6,22,220,9,26,23,60,35,37,27,20,15,3,0,114,105,1,100,3,44,27,5,41,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,2,3,5,4,4,3,0,11,15,0,13,0,10,3,0,0
08/31/2020,8,31,405,2,25,58,118,67,59,50,29,14,10,0,213,190,2,180,4,60,72,15,74,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,2,5,0,4,3,3,2,6,0,13,11,1,5,1,14,3,2,0
07/27/2020,7,27,365,1,15,51,102,68,50,40,30,14,10,0,193,168,4,173,12,80,52,10,38,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,3,1,4,0,2,3,0,7,8,0,4,2,6,2,0,1
07/31/2020,7,31,393,2,14,47,113,81,64,42,31,8,7,0,208,182,3,187,5,76,73,12,40,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,2,3,1,1,5,1,1,0,8,6,0,5,1,5,3,0,0
03/30/2020,3,30,440,12,160,6,54,79,81,82,59,43,36,0,217,223,0,85,12,210,78,17,38,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,10,16,33,34,34,24,0,69,91,0,26,2,103,19,9,1
08/17/2020,8,17,500,3,17,69,148,84,73,63,30,23,10,0,238,256,6,263,10,78,89,15,45,0,0,0,0,1,0,1,1,0,1,2,0,0,0,2,1,0,0,0,0,2,3,5,2,4,1,0,7,10,0,5,0,9,3,0,0
08/24/2020,8,24,526,3,20,87,125,105,92,64,30,17,6,0,273,246,7,289,8,59,90,17,63,0,0,0,0,0,0,2,1,0,0,3,0,1,0,1,1,0,0,3,2,3,1,3,4,1,3,0,7,13,0,5,1,7,5,2,0
04/15/2020,4,15,631,31,147,21,93,108,110,124,86,47,42,0,304,325,2,231,21,179,64,44,92,0,1,1,3,2,5,5,14,0,8,23,0,9,3,15,4,0,0,1,6,13,17,32,35,30,13,0,66,81,0,48,1,68,22,6,2
04/23/2020,4,23,1467,36,165,32,194,205,223,240,244,161,167,1,734,644,89,474,20,365,178,68,362,0,1,1,4,3,9,8,10,0,9,27,0,13,2,14,7,0,0,1,6,13,22,27,39,30,27,0,76,87,2,60,6,58,28,11,2
05/11/2020,5,11,1014,38,114,62,205,198,193,142,114,69,31,0,511,489,14,525,14,158,83,29,205,0,0,1,3,6,3,6,19,0,14,24,0,16,0,15,7,0,0,4,7,11,14,20,24,24,10,0,42,70,2,45,3,36,21,7,2
07/24/2020,7,24,344,3,19,37,102,76,47,39,21,11,11,0,194,148,2,127,12,74,64,11,56,0,0,1,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,5,2,3,2,3,0,9,10,0,7,1,8,3,0,0
07/08/2020,7,8,310,4,21,37,100,70,39,32,19,11,2,0,160,149,1,90,8,71,54,12,75,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,1,5,2,1,2,3,4,3,0,10,11,0,7,1,7,4,0,2
08/10/2020,8,10,378,2,18,41,108,69,64,49,24,18,5,0,186,191,1,183,8,59,68,13,47,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,3,1,1,2,2,3,3,3,0,9,9,0,2,2,6,7,1,0
06/09/2020,6,9,255,23,25,19,49,34,46,45,38,14,10,0,115,136,4,110,3,37,36,13,56,0,0,0,2,6,5,4,6,0,7,16,0,11,0,10,2,0,0,0,0,0,6,5,3,4,7,0,9,16,0,5,0,14,5,1,0
08/21/2020,8,21,415,5,11,58,133,82,45,54,29,11,3,0,230,181,4,217,15,55,67,16,45,0,0,0,1,1,1,1,1,0,3,2,0,4,0,0,1,0,0,0,0,1,3,3,1,2,1,0,6,5,0,6,0,3,2,0,0
04/04/2020,4,4,326,22,159,2,34,38,61,70,63,33,25,0,152,174,0,69,14,144,43,18,38,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,3,11,22,33,45,24,21,0,77,81,1,39,10,78,21,8,3
05/31/2020,5,31,121,22,29,16,28,20,22,12,13,5,5,0,59,61,1,45,1,40,7,0,28,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,3,2,2,4,11,2,2,0,11,18,0,7,1,19,0,0,2
06/12/2020,6,12,247,21,19,32,60,42,46,27,21,8,11,0,140,103,4,128,2,40,22,6,49,0,0,1,0,3,7,7,3,0,9,12,0,11,0,7,3,0,0,1,1,0,2,3,6,5,1,0,9,10,0,9,0,7,2,0,1
09/05/2020,9,5,199,4,18,24,58,38,34,21,17,6,1,0,93,106,0,81,1,23,38,5,51,0,0,1,0,1,0,1,1,0,1,3,0,2,0,2,0,0,0,0,1,2,3,3,4,2,3,0,11,7,0,6,0,6,6,0,0
09/08/2020,9,8,366,1,16,36,120,78,56,39,23,9,5,0,178,188,0,171,7,39,76,8,65,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,2,3,4,3,0,5,11,0,8,0,5,3,0,0
08/18/2020,8,18,392,1,11,50,121,74,56,45,22,20,4,0,203,187,2,184,6,59,74,9,60,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,3,1,0,1,2,2,0,7,4,0,3,0,5,3,0,0
09/06/2020,9,6,137,2,7,16,41,28,17,18,10,3,4,0,70,66,1,53,0,26,34,3,21,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,2,2,1,0,4,3,0,4,0,3,0,0,0
04/09/2020,4,9,578,25,157,9,83,103,104,130,74,40,35,0,258,311,9,173,24,208,82,28,63,0,0,0,0,3,7,5,10,0,13,12,0,5,1,14,5,0,0,2,5,12,17,35,32,30,24,0,66,85,6,29,6,86,29,6,1
09/11/2020,9,11,338,5,17,52,93,81,39,37,19,15,2,0,168,169,1,146,3,39,74,15,61,0,0,1,0,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,2,2,1,4,4,2,2,0,7,10,0,11,1,3,2,0,0
04/02/2020,4,2,438,15,170,2,59,69,85,92,58,40,33,0,209,224,5,87,12,225,58,18,38,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,32,35,30,21,0,70,99,1,39,3,97,20,10,1
07/13/2020,7,13,335,3,25,36,99,68,45,35,31,7,14,0,190,143,2,124,7,90,59,8,47,0,1,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,2,2,5,2,5,4,3,2,0,14,11,0,8,2,10,4,1,0
06/14/2020,6,14,92,12,21,6,23,18,19,14,6,2,4,0,44,48,0,29,1,24,5,5,28,0,0,0,1,1,3,2,5,0,6,6,0,5,0,3,4,0,0,2,3,1,5,3,4,2,1,0,7,14,0,11,1,7,1,0,1
04/03/2020,4,3,468,24,163,2,72,64,77,94,79,49,31,0,256,211,1,112,25,183,79,16,53,0,0,1,2,2,4,6,9,0,12,12,0,3,0,19,2,0,0,2,7,11,23,26,40,33,21,0,76,86,1,37,4,91,21,6,4
03/25/2020,3,25,367,5,124,2,51,71,72,82,33,36,20,0,169,197,1,49,10,183,85,17,23,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,16,25,16,28,17,0,54,70,0,13,2,92,14,3,0
03/28/2020,3,28,252,4,133,2,28,54,38,45,38,28,19,0,138,113,1,37,5,134,43,11,22,0,0,0,0,2,0,1,1,0,1,3,0,1,0,2,1,0,0,1,5,11,17,33,21,23,22,0,71,62,0,22,3,85,16,6,1
05/25/2020,5,25,252,23,60,7,34,35,41,43,49,26,17,0,123,126,3,76,6,67,40,3,60,0,0,1,0,4,4,7,7,0,11,12,0,5,0,10,7,1,0,2,7,3,5,6,12,10,15,0,30,30,0,18,2,31,5,1,3
05/26/2020,5,26,753,23,54,61,161,129,138,126,76,40,22,0,394,352,7,355,15,113,59,35,176,0,0,0,0,2,8,9,4,0,8,15,0,7,1,12,3,0,0,2,4,6,5,17,10,5,5,0,29,25,0,19,0,24,8,2,1
05/08/2020,5,8,924,44,92,52,169,191,196,153,85,44,34,0,441,464,19,434,16,138,77,43,216,0,0,0,1,4,13,12,14,0,21,23,0,15,0,15,14,0,0,0,7,8,9,19,15,13,21,0,43,49,0,35,2,35,12,6,2
03/31/2020,3,31,488,16,160,5,57,103,96,92,69,39,27,0,257,224,7,106,16,216,81,16,53,0,0,0,4,1,0,5,6,0,6,10,0,2,0,14,0,0,0,2,6,16,25,33,31,27,20,0,68,87,5,28,3,98,17,10,4
04/16/2020,4,16,680,30,154,8,119,114,119,122,95,62,41,0,320,352,8,232,15,202,93,28,110,0,0,0,2,3,6,8,11,0,14,16,0,5,3,16,6,0,0,0,6,10,15,33,33,33,24,0,55,97,2,44,2,72,23,11,2
07/17/2020,7,17,325,3,19,37,102,64,48,35,21,13,5,0,168,154,3,129,6,75,55,14,46,0,0,0,0,2,0,0,1,0,1,2,0,2,0,1,0,0,0,0,5,2,5,1,2,2,2,0,10,9,0,3,0,11,4,0,1
04/19/2020,4,19,461,35,159,7,67,61,66,75,75,50,60,0,209,250,2,142,20,172,55,23,49,0,0,0,3,7,8,5,12,0,11,24,0,13,3,13,4,2,0,1,13,8,16,36,30,30,25,0,71,87,1,57,7,61,22,9,3
03/20/2020,3,20,155,0,52,2,23,22,32,30,27,15,4,0,72,83,0,20,6,78,38,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,12,15,11,2,0,19,33,0,8,1,36,6,1,0
05/10/2020,5,10,307,39,94,17,60,52,64,42,41,14,17,0,138,168,1,121,7,64,38,14,63,0,0,1,3,2,11,8,14,0,15,24,0,15,1,15,7,1,0,2,9,8,16,9,28,13,9,0,39,54,1,40,3,32,13,6,0
09/12/2020,9,12,135,0,9,12,31,32,24,19,11,5,1,0,69,64,2,34,7,21,31,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,0,5,4,0,5,1,3,0,0,0
03/26/2020,3,26,414,2,136,2,65,74,79,96,53,36,9,0,182,230,2,77,12,197,92,13,23,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,24,25,29,28,12,0,58,78,0,27,1,82,21,4,1